Images 0, found in 0
1, 0, 0, 0, 0, 0, 1, 1
2, 0, 0, 0, 0, 0, 1, 1
3, 1, 1, 1, 1, 1, 1, 1
4, 1, 1, 1, 0, 1, 1, 1
5, 1, 1, 1, 1, 1, 1, 1
6, 1, 1, 1, 1, 1, 1, 1
7, 1, 1, 1, 1, 1, 1, 1
8, 1, 1, 1, 1, 1, 1, 1
9, 1, 1, 1, 0, 1, 1, 1
10, 1, 1, 1, 1, 1, 1, 1
11, 1, 1, 1, 1, 1, 1, 1
12, 1, 1, 1, 1, 1, 1, 1
13, 1, 1, 1, 1, 1, 1, 1
14, 1, 1, 1, 1, 1, 1, 1
15, 1, 1, 1, 1, 1, 1, 1
16, 1, 1, 1, 1, 1, 1, 1
17, 1, 1, 1, 1, 1, 1, 1
18, 1, 1, 1, 0, 1, 1, 1
19, 1, 1, 1, 0, 1, 1, 1
20, 1, 0, 1, 1, 1, 1, 2
21, 1, 1, 2, 1, 2, 2, 1
22, 2, 1, 1, 1, 1, 1, 1
23, 1, 1, 1, 1, 1, 1, 1
24, 1, 1, 1, 1, 1, 1, 1
25, 1, 1, 1, 1, 1, 1, 1
26, 1, 1, 1, 1, 1, 1, 1
27, 0, 0, 0, 0, 0, 1, 1
28, 1, 0, 0, 0, 0, 1, 1
29, 1, 1, 1, 1, 1, 1, 1
30, 1, 1, 1, 1, 1, 1, 1
31, 1, 1, 1, 0, 1, 1, 1
32, 1, 1, 1, 0, 1, 1, 1
33, 1, 1, 1, 1, 0, 1, 1
34, 1, 1, 1, 1, 1, 1, 1
35, 1, 0, 1, 0, 1, 1, 1
36, 1, 1, 0, 0, 1, 1, 1
37, 1, 1, 0, 0, 0, 1, 1
38, 1, 1, 1, 0, 1, 1, 1
39, 1, 1, 0, 0, 1, 1, 1
40, 1, 1, 1, 1, 1, 1, 1
41, 1, 1, 1, 0, 1, 1, 1
42, 1, 1, 1, 1, 1, 1, 1
43, 1, 1, 1, 1, 1, 1, 1
44, 1, 1, 1, 1, 1, 1, 1
45, 1, 1, 1, 1, 1, 1, 1
46, 1, 1, 1, 1, 1, 1, 1
47, 1, 1, 1, 0, 1, 1, 1
48, 1, 1, 1, 1, 1, 1, 1
49, 1, 1, 1, 1, 1, 1, 1
50, 1, 1, 0, 1, 0, 1, 1
51, 1, 1, 0, 1, 1, 1, 1
52, 1, 1, 1, 1, 1, 1, 1
53, 1, 1, 1, 1, 1, 1, 1
54, 1, 1, 1, 1, 0, 1, 1
55, 1, 1, 1, 1, 1, 1, 1
56, 1, 1, 1, 0, 1, 1, 1
57, 1, 1, 1, 1, 1, 1, 1
58, 1, 1, 1, 1, 0, 1, 1
59, 1, 1, 0, 0, 0, 1, 1
60, 1, 1, 1, 0, 1, 2, 2
61, 2, 2, 1, 2, 1, 1, 1
62, 1, 1, 1, 1, 1, 1, 1
63, 0, 0, 0, 0, 0, 0, 0
64, 1, 1, 1, 1, 0, 1, 1
65, 0, 0, 0, 0, 0, 1, 1
66, 0, 0, 0, 0, 0, 1, 1
67, 0, 0, 0, 0, 1, 1, 1
68, 1, 0, 0, 0, 0, 1, 1
69, 1, 0, 1, 0, 1, 1, 1
70, 1, 1, 1, 1, 1, 1, 1
71, 1, 1, 1, 1, 1, 1, 1
72, 0, 0, 0, 0, 0, 2, 2
73, 0, 0, 0, 0, 0, 2, 2
74, 1, 1, 1, 1, 1, 2, 2
75, 1, 1, 1, 1, 1, 2, 2
76, 1, 0, 1, 1, 1, 2, 3
77, 0, 0, 0, 0, 0, 2, 2
78, 1, 0, 0, 0, 0, 2, 2
79, 0, 0, 0, 0, 0, 2, 2
80, 1, 0, 0, 0, 0, 2, 2
81, 0, 0, 0, 0, 0, 2, 2
82, 1, 1, 1, 1, 1, 1, 1
83, 1, 0, 1, 0, 1, 1, 1
84, 1, 1, 1, 1, 1, 2, 2
85, 0, 1, 1, 0, 0, 2, 2
86, 0, 0, 1, 1, 1, 1, 1
87, 0, 0, 0, 0, 0, 1, 0
88, 1, 1, 1, 1, 1, 0, 1
89, 0, 0, 0, 0, 0, 0, 0
90, 1, 1, 1, 1, 1, 1, 2
91, 1, 1, 1, 1, 1, 1, 1
92, 1, 1, 1, 1, 1, 1, 1
93, 1, 1, 1, 1, 1, 2, 2
94, 1, 1, 1, 1, 1, 1, 1
95, 1, 1, 1, 1, 1, 2, 1
96, 1, 1, 1, 1, 1, 1, 1
97, 1, 1, 1, 1, 1, 1, 2
98, 1, 1, 1, 1, 1, 1, 2
99, 1, 1, 1, 1, 1, 1, 2
100, 0, 0, 0, 0, 0, 1, 1
101, 0, 0, 1, 0, 0, 1, 1
102, 0, 0, 0, 0, 0, 1, 1
103, 1, 1, 1, 1, 1, 1, 1
104, 1, 1, 1, 1, 1, 1, 1
87, brightness 65, contrast 79, adaptive 78, contrast brightness 77, 117, alt_gs 121
time 5.39159321785, brightness time 3.47732949257, contrast time 3.20029187202, adaptive time 5.7703473568 contrast brightness 4.25466823578 time 10.2377092838 alt_gs time 10.6109292507

